Source,Target
p11090,t192
p11090,t12246
p11090,t3187
p11090,t4565
p11090,t119
p11090,t1245
p11090,t1545
p11090,t766
p11090,t45
p11090,t19435
p11090,t19436
p11090,t1646
p11090,t116
p11090,t173
p11090,u7538
p11091,t307
p11091,t173
p11091,t934
p11091,t42
p11091,t33
p11091,t57
p11091,t2
p11091,u7539
p11092,t4735
p11092,t11882
p11092,t19437
p11092,t12530
p11092,t19438
p11092,t173
p11092,u7540
p11093,t661
p11093,t898
p11093,t12219
p11093,t173
p11093,t1311
p11093,u7541
p11094,t3911
p11094,t6295
p11094,t35
p11094,t8
p11094,t173
p11094,u7542
p11095,t173
p11095,t19439
p11095,t19440
p11095,t19441
p11095,t42
p11095,t19442
p11095,u7543
p11096,t307
p11096,t2
p11096,t1487
p11096,t35
p11096,t173
p11096,t73
p11096,t57
p11096,t15
p11096,t1139
p11096,t118
p11096,u7544
p11097,t8
p11097,t19443
p11097,t12395
p11097,t19444
p11097,t118
p11097,t12246
p11097,t173
p11097,t19445
p11097,u7545
p11098,t35
p11098,t45
p11098,t8
p11098,t19446
p11098,t173
p11098,t19447
p11098,t932
p11098,t19448
p11098,t9
p11098,t61
p11098,t782
p11098,t42
p11098,u7546
p11099,t8
p11099,t173
p11099,t1711
p11099,t19324
p11099,t1418
p11099,t904
p11099,t8104
p11099,u7547
p11100,t173
p11100,t18884
p11100,t139
p11100,t1143
p11100,t1041
p11100,u7548
p11101,t19449
p11101,t19450
p11101,t19075
p11101,t782
p11101,t192
p11101,t307
p11101,t173
p11101,t12406
p11101,t898
p11101,t19451
p11101,t3908
p11101,t19452
p11101,u7549
p11102,t11235
p11102,t19453
p11102,t120
p11102,t173
p11102,t8
p11102,t11565
p11102,t245
p11102,u7550
p11103,t264
p11103,t10584
p11103,t173
p11103,t12742
p11103,t12411
p11103,t19130
p11103,u7551
p11104,t173
p11104,t10489
p11104,t15
p11104,u7552
p11105,t12296
p11105,t173
p11105,t1046
p11105,t42
p11105,u7553
p11106,t173
p11106,u7554
p11107,t7956
p11107,t1231
p11107,t8
p11107,t173
p11107,u7554
p11108,t173
p11108,t8
p11108,t4735
p11108,t245
p11108,t786
p11108,t11882
p11108,u7555
p11109,t8
p11109,t307
p11109,t594
p11109,t4735
p11109,t2
p11109,t15
p11109,t173
p11109,t12205
p11109,t19454
p11109,t786
p11109,t10860
p11109,t12307
p11109,t12382
p11109,t12372
p11109,t12433
p11109,t12663
p11109,u7556
p11110,t12321
p11110,t90
p11110,u7556
p11111,t480
p11111,t12521
p11111,t173
p11111,t19455
p11111,u7556
p11112,t19456
p11112,u7557
p11113,t8
p11113,t173
p11113,t15
p11113,t82
p11113,t25
p11113,t316
p11113,u7558
p11114,t8
p11114,t2
p11114,t173
p11114,t150
p11114,t4486
p11114,t121
p11114,t264
p11114,t19457
p11114,u7559
p11115,t1266
p11115,t173
p11115,t8
p11115,u7560
p11116,t11024
p11116,t1453
p11116,t173
p11116,t8
p11116,u7561
p11117,t11320
p11117,t173
p11117,t8
p11117,u7561
p11118,t173
p11118,t307
p11118,t18862
p11118,t19181
p11118,u7562
p11119,t173
p11119,t786
p11119,t12372
p11119,u7563
p11120,t8
p11120,t12233
p11120,t173
p11120,t3742
p11120,t19458
p11120,t12608
p11120,t15
p11120,u7564
p11121,t12363
p11121,t19459
p11121,t12372
p11121,t173
p11121,t19460
p11121,u7564
p11122,t9751
p11122,t2014
p11122,t19461
p11122,t19462
p11122,t19463
p11122,t167
p11122,t932
p11122,t2
p11122,t8
p11122,t173
p11122,u7565
p11123,t2
p11123,t307
p11123,t173
p11123,t1145
p11123,t19464
p11123,t19465
p11123,t19466
p11123,t46
p11123,t1545
p11123,t8
p11123,t1052
p11123,t35
p11123,u7566
p11124,t192
p11124,t8
p11124,t24
p11124,t1370
p11124,t12326
p11124,t818
p11124,t173
p11124,t19467
p11124,u7567
p11125,t61
p11125,t15
p11125,t35
p11125,t19468
p11125,t660
p11125,t145
p11125,t702
p11125,t8528
p11125,t19469
p11125,t1300
p11125,t173
p11125,t511
p11125,t10502
p11125,t12372
p11125,t19196
p11125,t898
p11125,t18995
p11125,t9951
p11125,t19113
p11125,u7568
p11126,t173
p11126,t18882
p11126,u7569
p11127,t8
p11127,t173
p11127,t786
p11127,t15
p11127,t2648
p11127,t10619
p11127,t10580
p11127,t8918
p11127,u7570
p11128,t173
p11128,t8
p11128,t19470
p11128,t15
p11128,t150
p11128,t54
p11128,t19471
p11128,t525
p11128,u7571
p11129,t173
p11129,t389
p11129,t19472
p11129,t19473
p11129,t42
p11129,u7571
p11130,t596
p11130,t19474
p11130,t173
p11130,t2975
p11130,t19475
p11130,u7572
p11131,t8380
p11131,t173
p11131,t2191
p11131,t898
p11131,t7461
p11131,t5310
p11131,t812
p11131,t19476
p11131,t77
p11131,u7573
p11132,t173
p11132,t1035
p11132,t10064
p11132,t19477
p11132,t19478
p11132,u7574
p11133,t173
p11133,t307
p11133,t56
p11133,t150
p11133,t192
p11133,u7575
p11134,t19479
p11134,t19480
p11134,t173
p11134,t307
p11134,t19481
p11134,u7576
p11135,t173
p11135,t8
p11135,t4735
p11135,t594
p11135,t4406
p11135,t5182
p11135,u7577
p11136,t8528
p11136,t8
p11136,t173
p11136,t103
p11136,t235
p11136,t248
p11136,u7578
p11137,t307
p11137,t264
p11137,t173
p11137,t476
p11137,t19482
p11137,t11320
p11137,u7578
p11138,t8
p11138,t173
p11138,t15
p11138,t934
p11138,t1875
p11138,u7579
p11139,t15
p11139,t173
p11139,t9749
p11139,t786
p11139,t42
p11139,t18862
p11139,u7580
p11140,t282
p11140,t173
p11140,t8
p11140,t35
p11140,t2
p11140,t819
p11140,t12656
p11140,t1346
p11140,t661
p11140,t1211
p11140,t626
p11140,t12210
p11140,t12246
p11140,t12657
p11140,t12658
p11140,u7580
p11141,t19157
p11141,t19160
p11141,t1688
p11141,t19483
p11141,t307
p11141,t15
p11141,t2
p11141,t173
p11141,t8
p11141,t119
p11141,t806
p11141,t5553
p11141,t19484
p11141,t19485
p11141,t19486
p11141,t11320
p11141,t4827
p11141,t42
p11141,t103
p11141,t19487
p11141,u7581
p11142,t307
p11142,t786
p11142,t173
p11142,t18884
p11142,t20
p11142,t15
p11142,u7582
p11143,t12284
p11143,t8
p11143,t20
p11143,t19488
p11143,t1791
p11143,t786
p11143,t9749
p11143,t19103
p11143,t42
p11143,u7582
p11144,t15
p11144,t173
p11144,t264
p11144,t19268
p11144,t934
p11144,t5554
p11144,t192
p11144,t19489
p11144,t19490
p11144,u7582
p11145,t173
p11145,t786
p11145,t118
p11145,u7582
p11146,t4942
p11146,t173
p11146,t12284
p11146,t12205
p11146,u7582
p11147,t696
p11147,t31
p11147,t1875
p11147,t18856
p11147,t722
p11147,t173
p11147,u7582
p11148,t42
p11148,t8373
p11148,t467
p11148,t1139
p11148,t357
p11148,t723
p11148,t5
p11148,t898
p11148,t5310
p11148,t173
p11148,t2074
p11148,t19491
p11148,t13097
p11148,t19492
p11148,t19493
p11148,t19494
p11148,t720
p11148,t9901
p11148,u7583
p11149,t5975
p11149,t216
p11149,t217
p11149,t7618
p11149,t8
p11149,t934
p11149,t307
p11149,t963
p11149,t267
p11149,t235
p11149,t248
p11149,t1770
p11149,t669
p11149,t51
p11149,t840
p11149,t626
p11149,t173
p11149,t12210
p11149,u7583
p11150,t307
p11150,t19495
p11150,t18915
p11150,t19496
p11150,t192
p11150,t58
p11150,t103
p11150,u7584
p11151,t173
p11151,t13945
p11151,t702
p11151,u7585
p11152,t19497
p11152,t8
p11152,t15
p11152,t173
p11152,u7586
p11153,t173
p11153,t14573
p11153,t812
p11153,t1000
p11153,t898
p11153,u7586
p11154,t244
p11154,t2791
p11154,t46
p11154,t131
p11154,t173
p11154,u7587
p11155,t12496
p11155,t5776
p11155,t8
p11155,t307
p11155,t12246
p11155,t173
p11155,t46
p11155,u7588
p11156,t173
p11156,t786
p11156,t5010
p11156,t8
p11156,t2
p11156,u7588
p11157,t12395
p11157,t8
p11157,t19498
p11157,t15
p11157,t19499
p11157,t307
p11157,t173
p11157,t19500
p11157,u7589
p11158,t8
p11158,t15
p11158,t61
p11158,t816
p11158,t173
p11158,t171
p11158,t657
p11158,t786
p11158,u7590
p11159,t8
p11159,t173
p11159,t307
p11159,t786
p11159,t19501
p11159,t431
p11159,t19502
p11159,t5504
p11159,t19503
p11159,t19504
p11159,t19505
p11159,t19506
p11159,t42
p11159,t612
p11159,t12442
p11159,t613
p11159,t12719
p11159,u7591
p11160,t173
p11160,t18935
p11160,t18934
p11160,t11959
p11160,t594
p11160,t18882
p11160,t12294
p11160,t15
p11160,t19507
p11160,t18856
p11160,t2
p11160,t248
p11160,t42
p11160,u7592
p11161,t173
p11161,t15
p11161,t307
p11161,t192
p11161,t439
p11161,t741
p11161,u7593
p11162,t139
p11162,t15
p11162,t8
p11162,t173
p11162,t786
p11162,u7593
p11163,t173
p11163,t15
p11163,t120
p11163,u7594
p11164,t898
p11164,t173
p11164,t19196
p11164,t12372
p11164,t1231
p11164,t19508
p11164,t14078
p11164,u7594
p11165,t15
p11165,t173
p11165,t11882
p11165,u7595
p11166,t14052
p11166,t12246
p11166,t173
p11166,t8
p11166,u7596
p11167,t12372
p11167,t173
p11167,u7597
p11168,t12500
p11168,t19509
p11168,t4288
p11168,t426
p11168,t17
p11168,t15
p11168,t8
p11168,t173
p11168,t118
p11168,t84
p11168,u7598
p11169,t173
p11169,t18992
p11169,t118
p11169,t10359
p11169,t19372
p11169,t2648
p11169,u7599
p11170,t8
p11170,t15
p11170,t173
p11170,t58
p11170,t150
p11170,t54
p11170,t525
p11170,u7600
p11171,t173
p11171,t15
p11171,t1059
p11171,t1418
p11171,t11816
p11171,t12620
p11171,u7601
p11172,t173
p11172,t15
p11172,t786
p11172,t12205
p11172,t785
p11172,t19510
p11172,t8
p11172,t4735
p11172,t307
p11172,u7602
p11173,t1126
p11173,t2
p11173,t35
p11173,t1162
p11173,t42
p11173,u7603
p11174,t35
p11174,t2
p11174,t168
p11174,t382
p11174,t2254
p11174,t291
p11174,t301
p11174,t340
p11174,t341
p11174,u7603
p11175,t2038
p11175,t22
p11175,t16
p11175,t3360
p11175,t18302
p11175,t1115
p11175,u7604
p11176,t35
p11176,t2
p11176,t384
p11176,t21
p11176,t678
p11176,t132
p11176,t145
p11176,t702
p11176,t19511
p11176,t40
p11176,t525
p11176,t151
p11176,t1041
p11176,t515
p11176,t604
p11176,t150
p11176,t4102
p11176,t22
p11176,u7604
p11177,t19512
p11177,t35
p11177,t168
p11177,t132
p11177,t14103
p11177,t3046
p11177,t14341
p11177,t4459
p11177,t8337
p11177,t3822
p11177,t19513
p11177,t19514
p11177,t8949
p11177,u7605
p11178,t656
p11178,t2
p11178,t15
p11178,t35
p11178,t45
p11178,t1452
p11178,t19515
p11178,t303
p11178,t1041
p11178,t961
p11178,t168
p11178,t657
p11178,u7605
p11179,t216
p11179,t217
p11179,t35
p11179,t2
p11179,t2097
p11179,t168
p11179,u7606
p11180,t9789
p11180,t35
p11180,t119
p11180,t82
p11180,t2
p11180,t61
p11180,t515
p11180,t8528
p11180,t9587
p11180,t624
p11180,t625
p11180,t720
p11180,t1165
p11180,t42
p11180,t653
p11180,t9088
p11180,t19152
p11180,t7998
p11180,u7606
p11181,t19516
p11181,t2
p11181,t637
p11181,t19517
p11181,t1111
p11181,t35
p11181,u7607
p11182,t19080
p11182,t35
p11182,t168
p11182,t19518
p11182,t2147
p11182,t7972
p11182,t5687
p11182,t722
p11182,t1483
p11182,t4782
p11182,u7608
p11183,t1514
p11183,t2
p11183,t35
p11183,t194
p11183,u7609
p11184,t11728
p11184,t791
p11184,t1031
p11184,t35
p11184,t904
p11184,t42
p11184,u7610
p11185,t8528
p11185,u7611
p11186,t2
p11186,t886
p11186,t2657
p11186,t10428
p11186,t653
p11186,t654
p11186,t13120
p11186,t600
p11186,t7868
p11186,t332
p11186,t13421
p11186,t109
p11186,t4024
p11186,u7612
p11187,t9177
p11187,t9658
p11187,t168
p11187,t42
p11187,u7613
p11188,t2
p11188,t119
p11188,t9164
p11188,t19519
p11188,t35
p11188,t8351
p11188,u7614
p11189,t2510
p11189,t127
p11189,t1422
p11189,t35
p11189,u7614
p11190,t2
p11190,t3356
p11190,t3500
p11190,t3355
p11190,t2751
p11190,t35
p11190,t19520
p11190,t498
p11190,t3351
p11190,t7486
p11190,t19521
p11190,t1688
p11190,t127
p11190,t3357
p11190,t1326
p11190,t19522
p11190,t8633
p11190,u7615
p11191,t151
p11191,t2
p11191,t22
p11191,t2171
p11191,t1795
p11191,t638
p11191,t35
p11191,t19523
p11191,t168
p11191,t141
p11191,t2170
p11191,t1794
p11191,u7616
p11192,t9749
p11192,t2657
p11192,t72
p11192,t15
p11192,t2
p11192,t35
p11192,t7868
p11192,t653
p11192,t654
p11192,t2056
p11192,t3132
p11192,t13120
p11192,t600
p11192,t167
p11192,t1054
p11192,t9750
p11192,t19524
p11192,t1593
p11192,u7616
p11193,t35
p11193,t145
p11193,t1870
p11193,t1617
p11193,t1031
p11193,t13647
p11193,t1338
p11193,t1309
p11193,u7617
p11194,t35
p11194,t14345
p11194,t482
p11194,t77
p11194,u7617
p11195,t168
p11195,t9308
p11195,t7707
p11195,t14103
p11195,t341
p11195,t35
p11195,t6375
p11195,t19512
p11195,t337
p11195,t2212
p11195,u7618
p11196,t19525
p11196,t6884
p11196,t2
p11196,t2304
p11196,t2853
p11196,t1206
p11196,t17011
p11196,t333
p11196,t35
p11196,t77
p11196,t1930
p11196,t127
p11196,t6670
p11196,t942
p11196,t2294
p11196,t168
p11196,t2171
p11196,t22
p11196,t2170
p11196,t42
p11196,u7619
p11197,t960
p11197,t2
p11197,t2697
p11197,t2698
p11197,t13236
p11197,t1646
p11197,t35
p11197,t168
p11197,t19526
p11197,u7620
p11198,t9586
p11198,t45
p11198,t8528
p11198,t9587
p11198,t19527
p11198,t35
p11198,t19528
p11198,t239
p11198,t18860
p11198,u7621
p11199,t498
p11199,t19529
p11199,t35
p11199,t19530
p11199,t2
p11199,t3235
p11199,t77
p11199,u7622
p11200,t19531
p11200,t33
p11200,t19532
p11200,t35
p11200,t2
p11200,u7623
p11201,t2
p11201,t35
p11201,t653
p11201,u7624
p11202,t2146
p11202,t101
p11202,t137
p11202,t115
p11202,t2147
p11202,t2148
p11202,t2149
p11202,u7624
p11203,t2
p11203,t35
p11203,u7625
p11204,t1624
p11204,t35
p11204,t1232
p11204,t31
p11204,t99
p11204,t63
p11204,t1052
p11204,t42
p11204,u7626
p11205,t1443
p11205,t2
p11205,t2171
p11205,t22
p11205,u7627
p11206,t596
p11206,t35
p11206,t167
p11206,t145
p11206,t594
p11206,t3111
p11206,t2
p11206,t19533
p11206,u7628
p11207,t1156
p11207,t35
p11207,t19534
p11207,t3109
p11207,u7629
p11208,t8
p11208,t2
p11208,t15
p11208,t131
p11208,t132
p11208,t133
p11208,t9
p11208,t134
p11208,t10
p11208,t135
p11208,t136
p11208,t137
p11208,t138
p11208,t139
p11208,u7629
p11209,t19394
p11209,t2
p11209,t35
p11209,t624
p11209,u7630
p11210,t35
p11210,t22
p11210,t140
p11210,t141
p11210,t142
p11210,t143
p11210,t144
p11210,t2
p11210,t8
p11210,t10
p11210,t145
p11210,t146
p11210,t147
p11210,t148
p11210,t149
p11210,t150
p11210,t151
p11210,t152
p11210,t153
p11210,u7630
p11211,t8896
p11211,t4903
p11211,t19535
p11211,t19536
p11211,u7631
p11212,t19537
p11212,t2
p11212,t19538
p11212,t19539
p11212,t9234
p11212,t638
p11212,u7632
p11213,t421
p11213,t2128
p11213,t654
p11213,t2153
p11213,t337
p11213,t216
p11213,t2627
p11213,t5768
p11213,u7632
p11214,t14103
p11214,t357
p11214,t1689
p11214,t35
p11214,t10604
p11214,t5451
p11214,t77
p11214,t3822
p11214,t19540
p11214,u7633
p11215,t2
p11215,t19541
p11215,t3229
p11215,t3822
p11215,t4459
p11215,t35
p11215,t168
p11215,u7634
p11216,t35
p11216,t604
p11216,t8425
p11216,t8426
p11216,t8427
p11216,t1143
p11216,t5992
p11216,t8428
p11216,t103
p11216,t8429
p11216,t2
p11216,t8430
p11216,t8431
p11216,t8432
p11216,t8433
p11216,t106
p11216,t168
p11216,t42
p11216,u7634
p11217,t19542
p11217,t2
p11217,t1156
p11217,t7540
p11217,t168
p11217,t167
p11217,t961
p11217,t1476
p11217,t1998
p11217,t35
p11217,t42
p11217,t654
p11217,u7635
p11218,t2489
p11218,t19543
p11218,t6086
p11218,t8174
p11218,t119
p11218,t16
p11218,t35
p11218,t638
p11218,t5849
p11218,t168
p11218,t2307
p11218,t42
p11218,u7636
p11219,t166
p11219,t10
p11219,t2
p11219,t167
p11219,t145
p11219,t168
p11219,u7636
p11220,t35
p11220,t1452
p11220,t15
p11220,t19515
p11220,t45
p11220,t18
p11220,t2658
p11220,t42
p11220,u7637
p11221,t2755
p11221,t2
p11221,t3726
p11221,t15503
p11221,t14914
p11221,t19544
p11221,t3818
p11221,u7638
p11222,t19269
p11222,t19545
p11222,t12922
p11222,t168
p11222,u7639
p11223,t853
p11223,t852
p11223,t855
p11223,t8473
p11223,t973
p11223,t2
p11223,t7457
p11223,t650
p11223,t975
p11223,t976
p11223,t103
p11223,t167
p11223,t623
p11223,t61
p11223,t8474
p11223,u7639
p11224,t168
p11224,t145
p11224,t167
p11224,t932
p11224,u7640
p11225,t1300
p11225,t1438
p11225,t19546
p11225,t168
p11225,t2
p11225,u7641
p11226,t61
p11226,t1593
p11226,t15
p11226,t19547
p11226,t209
p11226,t10502
p11226,t8649
p11226,t19548
p11226,t19549
p11226,t19550
p11226,t2728
p11226,t654
p11226,t119
p11226,t35
p11226,t168
p11226,t145
p11226,t9587
p11226,t8528
p11226,t1300
p11226,t19551
p11226,u7642
p11227,t1126
p11227,t14276
p11227,t1300
p11227,t2374
p11227,t35
p11227,t438
p11227,u7642
p11228,t9266
p11228,t2
p11228,t35
p11228,t195
p11228,t196
p11228,t10303
p11228,t11635
p11228,t19552
p11228,t7366
p11228,t19553
p11228,t8655
p11228,t22
p11228,t9118
p11228,u7643
p11229,t19554
p11229,t2
p11229,t16358
p11229,t35
p11229,t12019
p11229,t16037
p11229,t14345
p11229,t77
p11229,t19537
p11229,u7644
p11230,t35
p11230,t754
p11230,t542
p11230,u7644
p11231,t1365
p11231,t19555
p11231,t1145
p11231,u7645
p11232,t654
p11232,t16279
p11232,t19556
p11232,t1593
p11232,t15280
p11232,u7646
p11233,t35
p11233,t379
p11233,u7647
p11234,t2
p11234,t2173
p11234,t638
p11234,t4323
p11234,t754
p11234,t168
p11234,t132
p11234,u7648
p11235,t1156
p11235,t9652
p11235,t3109
p11235,t19557
p11235,t168
p11235,t42
p11235,u7649
p11236,t15
p11236,t4040
p11236,t35
p11236,t2254
p11236,t354
p11236,t19558
p11236,t19559
p11236,t18896
p11236,t42
p11236,u7650
p11237,t1496
p11237,t18834
p11237,t35
p11237,t1364
p11237,t9086
p11237,u7650
p11238,t2
p11238,t35
p11238,u7651
p11239,t19560
p11239,t19561
p11239,t7610
p11239,u7652
p11240,t19562
p11240,t10303
p11240,t8652
p11240,t2170
p11240,t13829
p11240,t149
p11240,t1794
p11240,t141
p11240,t638
p11240,t15
p11240,u7652
p11241,t2
p11241,t19563
p11241,t9279
p11241,t2077
p11241,t3412
p11241,t35
p11241,t19564
p11241,t7696
p11241,t145
p11241,t960
p11241,t168
p11241,t19565
p11241,t660
p11241,u7653
p11242,t141
p11242,t19566
p11242,t46
p11242,u7653
p11243,t15
p11243,t2917
p11243,t2
p11243,t1066
p11243,t35
p11243,t19567
p11243,u7654
p11244,t19568
p11244,t13903
p11244,t19569
p11244,t2
p11244,t4626
p11244,t19570
p11244,t19571
p11244,t19572
p11244,t19573
p11244,t1583
p11244,t4899
p11244,t7241
p11244,t19574
p11244,t940
p11244,t638
p11244,t56
p11244,t19575
p11244,t14832
p11244,t15
p11244,t35
p11244,u7655
p11245,t1789
p11245,t1438
p11245,t4062
p11245,t528
p11245,t19576
p11245,t1439
p11245,t19577
p11245,t19578
p11245,t542
p11245,t119
p11245,u7656
p11246,t425
p11246,t19579
p11246,t1107
p11246,t2552
p11246,t2551
p11246,t19580
p11246,t420
p11246,t19581
p11246,t1144
p11246,t35
p11246,t18302
p11246,t13363
p11246,t2
p11246,t892
p11246,t16
p11246,t19582
p11246,t1052
p11246,t14162
p11246,t14164
p11246,u7657
p11247,t2
p11247,t35
p11247,t7630
p11247,t19583
p11247,t13478
p11247,t19584
p11247,t17916
p11247,u7658
p11248,t2363
p11248,t103
p11248,t35
p11248,t716
p11248,t5541
p11248,t812
p11248,t1986
p11248,t1127
p11248,t8564
p11248,t1139
p11248,t1035
p11248,t168
p11248,t132
p11248,t467
p11248,t1
p11248,t2365
p11248,t8373
p11248,t8565
p11248,t8566
p11248,u7658
p11249,t2772
p11249,t19585
p11249,t3345
p11249,t35
p11249,t168
p11249,u7658
p11250,t19586
p11250,t2933
p11250,t19587
p11250,t10350
p11250,t35
p11250,t1
p11250,u7659
p11251,t1474
p11251,t838
p11251,t13544
p11251,t1472
p11251,t19588
p11251,t19589
p11251,t12683
p11251,t3151
p11251,t4403
p11251,t19590
p11251,t8393
p11251,t19591
p11251,t15776
p11251,t19592
p11251,u7660
p11252,t19593
p11252,t19594
p11252,t58
p11252,t19595
p11252,t19596
p11252,u7660
p11253,t35
p11253,t637
p11253,t19597
p11253,t2912
p11253,t99
p11253,t2
p11253,t1828
p11253,u7661
p11254,t2
p11254,t12922
p11254,t152
p11254,t2171
p11254,t1795
p11254,u7662
p11255,t1
p11255,t1231
p11255,u7663
p11256,t1298
p11256,t1300
p11256,t1126
p11256,t19598
p11256,t19599
p11256,t19600
p11256,t19601
p11256,t19602
p11256,t2307
p11256,t1162
p11256,t42
p11256,u7664
p11257,t2
p11257,t1799
p11257,t196
p11257,t168
p11257,t141
p11257,t1115
p11257,t542
p11257,t127
p11257,t14439
p11257,t151
p11257,t5115
p11257,t1443
p11257,u7665
p11258,t19603
p11258,t19604
p11258,t19605
p11258,t19606
p11258,t35
p11258,t19607
p11258,t4718
p11258,t7457
p11258,t650
p11258,t14227
p11258,u7666
p11259,t35
p11259,t12862
p11259,t77
p11259,t15
p11259,u7667
p11260,t5992
p11260,t8608
p11260,t168
p11260,t103
p11260,t35
p11260,t7074
p11260,u7667
p11261,t19608
p11261,t19609
p11261,t35
p11261,t2198
p11261,t11356
p11261,u7668
p11262,t12002
p11262,t2
p11262,t812
p11262,u7668
p11263,t19512
p11263,t35
p11263,t2
p11263,t1212
p11263,t6375
p11263,t42
p11263,u7669
p11264,t35
p11264,t2
p11264,t145
p11264,t3169
p11264,u7670
p11265,t1540
p11265,t2
p11265,t19338
p11265,t13402
p11265,u7671
p11266,t19610
p11266,t2
p11266,t2124
p11266,t35
p11266,u7672
p11267,t19611
p11267,t19612
p11267,t19613
p11267,t1754
p11267,t11600
p11267,t19614
p11267,t19615
p11267,t19616
p11267,t892
p11267,t19617
p11267,u7673
p11268,t19618
p11268,t2
p11268,t33
p11268,t1624
p11268,t301
p11268,t341
p11268,t19619
p11268,t2447
p11268,u7674
p11269,t2
p11269,t19620
p11269,t35
p11269,t168
p11269,t132
p11269,t19621
p11269,t19622
p11269,t19623
p11269,t16551
p11269,t1467
p11269,t2998
p11269,t2166
p11269,t13070
p11269,t19624
p11269,u7675
p11270,t157
p11270,t19625
p11270,t77
p11270,t13753
p11270,t2903
p11270,t163
p11270,t7327
p11270,t19626
p11270,t331
p11270,t1483
p11270,t35
p11270,t168
p11270,t18990
p11270,t8337
p11270,t19627
p11270,t13565
p11270,t3852
p11270,t4459
p11270,t3822
p11270,t427
p11270,u7676
p11271,t19628
p11271,t2
p11271,t72
p11271,t653
p11271,t654
p11271,t600
p11271,t35
p11271,t2657
p11271,u7677
p11272,t931
p11272,u7678
p11273,t168
p11273,t4323
p11273,t754
p11273,t596
p11273,t2975
p11273,u7678
p11274,t624
p11274,t19152
p11274,t61
p11274,t35
p11274,t8
p11274,t19394
p11274,u7678
p11275,t1372
p11275,t1371
p11275,t716
p11275,t4502
p11275,t3155
p11275,t8425
p11275,u7679
p11276,t4983
p11276,t4099
p11276,t2711
p11276,t4976
p11276,t19629
p11276,t16242
p11276,t19630
p11276,t3412
p11276,u7680
p11277,t239
p11277,t45
p11277,t16
p11277,t15
p11277,t2917
p11277,t11551
p11277,t9585
p11277,t898
p11277,t1005
p11277,t812
p11277,t9236
p11277,t107
p11277,t1035
p11277,t19631
p11277,t8
p11277,t9
p11277,u7681
p11278,t2
p11278,t35
p11278,t702
p11278,t3412
p11278,t9984
p11278,u7681
p11279,t2
p11279,t19632
p11279,t19633
p11279,t19634
p11279,t7632
p11279,t19635
p11279,t35
p11279,t42
p11279,u7682
p11280,t19636
p11280,t1133
p11280,t515
p11280,t2
p11280,u7683
p11281,t19637
p11281,t2
p11281,u7684
p11282,t19607
p11282,t333
p11282,t15
p11282,t336
p11282,t9587
p11282,t19142
p11282,u7685
p11283,t19603
p11283,t19604
p11283,t19605
p11283,t4718
p11283,t35
p11283,t19607
p11283,t653
p11283,t19606
p11283,t119
p11283,t14227
p11283,u7685
p11284,t2
p11284,t3412
p11284,t702
p11284,t35
p11284,t62
p11284,t19638
p11284,t19639
p11284,t1284
p11284,u7685
p11285,t19640
p11285,t14766
p11285,u7686
p11286,t8
p11286,t19641
p11286,t167
p11286,t1276
p11286,t1278
p11286,t2831
p11286,u7687
p11287,t1041
p11287,t659
p11287,t35
p11287,t2128
p11287,t19642
p11287,t8857
p11287,t42
p11287,u7688
p11288,t19643
p11288,t1405
p11288,t357
p11288,t2
p11288,t498
p11288,t958
p11288,u7689
p11289,t2
p11289,t19644
p11289,t702
p11289,t3412
p11289,u7689
p11290,t1144
p11290,t35
p11290,t1364
p11290,t515
p11290,t2
p11290,u7689
p11291,t19645
p11291,t13124
p11291,t357
p11291,t35
p11291,t107
p11291,u7690
p11292,t1300
p11292,t2059
p11292,t961
p11292,t2305
p11292,t15
p11292,t2254
p11292,t19646
p11292,t35
p11292,t8773
p11292,u7691
p11293,t19647
p11293,t3629
p11293,t14630
p11293,t523
p11293,t15442
p11293,t1
p11293,u7692
p11294,t80
p11294,t924
p11294,t81
p11294,t35
p11294,t167
p11294,u7693
p11295,t35
p11295,u7694
p11296,t35
p11296,t2440
p11296,t2433
p11296,t960
p11296,t11654
p11296,t859
p11296,t733
p11296,t19648
p11296,u7695
p11297,t35
p11297,t168
p11297,t2
p11297,t15
p11297,t791
p11297,t145
p11297,t167
p11297,t932
p11297,t19649
p11297,t19650
p11297,u7696
p11298,t19651
p11298,t2931
p11298,t2
p11298,t19652
p11298,t19653
p11298,t35
p11298,u7697
p11299,t167
p11299,t2
p11299,t1828
p11299,t512
p11299,t13363
p11299,t42
p11299,t807
p11299,u7698
p11300,t24
p11300,t168
p11300,t2
p11300,t178
p11300,t333
p11300,t40
p11300,u7698
p11301,t5250
p11301,t2676
p11301,t2856
p11301,t70
p11301,t3611
p11301,t3612
p11301,t2
p11301,t35
p11301,t132
p11301,t168
p11301,u7699
p11302,t19654
p11302,t19411
p11302,t898
p11302,t7461
p11302,t5310
p11302,t1000
p11302,t145
p11302,t702
p11302,t19032
p11302,t35
p11302,t168
p11302,t132
p11302,t19655
p11302,t19656
p11302,t7614
p11302,t1648
p11302,t8647
p11302,t42
p11302,t812
p11302,t1005
p11302,u7700
p11303,t1621
p11303,t2
p11303,t19657
p11303,t336
p11303,t40
p11303,u7701
p11304,t19658
p11304,t19659
p11304,t2657
p11304,t35
p11304,t15
p11304,t8021
p11304,t167
p11304,t653
p11304,t19660
p11304,t600
p11304,t655
p11304,t2
p11304,t19661
p11304,t2481
